tokens,labels
"['Nvidia', ',', 'in', 'a', 'statement', ',', 'said', 'that', ""Groq's"", 'intellectual', 'property', 'was', 'highly', 'complementary', 'to', ""Nvidia's"", 'product', 'roadmap', '.']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']"
"['NVIDIA', 'ALTERNATIVES', 'Nvidia', 's', 'graphics', 'processing', 'chips', 'are', 'well', 'suited', 'for', 'massive', 'data', 'crunching', 'necessary', 'to', 'train', 'large', 'AI', 'models', 'like', 'ChatGPT', 'that', 'have', 'underpinned', 'the', 'explosive', 'growth', 'of', 'AI', 'globally', 'to', 'date', '.']","['B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['But', 'AI', 'advancements', 'increasingly', 'focus', 'on', 'using', 'trained', 'models', 'for', 'inference', 'and', 'reasoning', ',', 'which', 'could', 'be', 'a', 'new', ',', 'bigger', 'stage', 'of', 'AI', ',', 'inspiring', ""OpenAI's"", 'efforts', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O']"
"['The', 'ChatGPT', 'maker', 's', 'search', 'for', 'GPU', 'alternatives', 'since', 'last', 'year', 'focused', 'on', 'companies', 'building', 'chips', 'with', 'large', 'amounts', 'of', 'memory', 'embedded', 'in', 'the', 'same', 'piece', 'of', 'silicon', 'as', 'the', 'rest', 'of', 'the', 'chip', ',', 'called', 'SRAM', '.']","['O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Squishing', 'as', 'much', 'costly', 'SRAM', 'as', 'possible', 'onto', 'each', 'chip', 'can', 'offer', 'speed', 'advantages', 'for', 'chatbots', 'and', 'other', 'AI', 'systems', 'as', 'they', 'crunch', 'requests', 'from', 'millions', 'of', 'users', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O']"
"['Inference', 'requires', 'more', 'memory', 'than', 'training', 'because', 'the', 'chip', 'needs', 'to', 'spend', 'relatively', 'more', 'time', 'fetching', 'data', 'from', 'memory', 'than', 'performing', 'mathematical', 'operations', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Nvidia', 'and', 'AMD', 'GPU', 'technology', 'relies', 'on', 'external', 'memory', ',', 'which', 'adds', 'processing', 'time', 'and', 'slows', 'how', 'quickly', 'users', 'can', 'interact', 'with', 'a', 'chatbot', '.']","['B-ORG', 'O', 'B-ORG', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Inside', 'OpenAI', ',', 'the', 'issue', 'became', 'particularly', 'visible', 'in', 'Codex', ',', 'its', 'product', 'for', 'creating', 'computer', 'code', ',', 'which', 'the', 'company', 'has', 'been', 'aggressively', 'marketing', ',', 'one', 'of', 'the', 'sources', 'added', '.']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O']"
"['OpenAI', 'staff', 'attributed', 'some', 'of', 'Codex', 's', 'weakness', 'to', 'Nvidia', 's', 'GPU', 'based', 'hardware', ',', 'one', 'source', 'said', '.']","['B-ORG', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O']"
"['In', 'a', 'January', '30', 'call', 'with', 'reporters', ',', 'Altman', 'said', 'that', 'customers', 'using', 'OpenAI', 's', 'coding', 'models', 'will', 'put', 'a', 'big', 'premium', 'on', 'speed', 'for', 'coding', 'work', '.', 'One', 'way', 'OpenAI', 'will', 'meet', 'that', 'demand', 'is', 'through', 'its', 'recent', 'deal', 'with', 'Cerebras', ',', 'Altman', 'said', ',', 'adding', 'that', 'speed', 'is', 'less', 'of', 'an', 'imperative', 'for', 'casual', 'ChatGPT', 'users', '.']","['O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O']"
"['Competing', 'products', 'such', 'as', 'Anthropic', 's', 'Claude', 'and', 'Google', 's', 'Gemini', 'benefit', 'from', 'deployments', 'that', 'rely', 'more', 'heavily', 'on', 'the', 'chips', 'Google', 'made', 'in', 'house', ',', 'called', 'tensor', 'processing', 'units', ',', 'or', 'TPUs', ',', 'which', 'are', 'designed', 'for', 'the', 'sort', 'of', 'calculations', 'required', 'for', 'inference', 'and', 'can', 'offer', 'performance', 'advantages', 'over', 'general', 'purpose', 'AI', 'chips', 'like', 'the', 'Nvidia', 'designed', 'GPUs', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PRODUCT', 'O', 'B-ORG', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PRODUCT', 'O']"
"['NVIDIA', 'ON', 'THE', 'MOVE', 'As', 'OpenAI', 'made', 'clear', 'its', 'reservations', 'about', 'Nvidia', 'technology', ',', 'Nvidia', 'approached', 'companies', 'working', 'on', 'SRAM', 'heavy', 'chips', ',', 'including', 'Cerebras', 'and', 'Groq', ',', 'about', 'a', 'potential', 'acquisition', ',', 'the', 'people', 'said', '.']","['B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Cerebras', 'declined', 'and', 'struck', 'a', 'commercial', 'deal', 'with', 'OpenAI', 'announced', 'last', 'month', '.']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-DATE', 'I-DATE', 'O']"
"['Groq', 'held', 'talks', 'with', 'OpenAI', 'for', 'a', 'deal', 'to', 'provide', 'computing', 'power', 'and', 'received', 'investor', 'interest', 'to', 'fund', 'the', 'company', 'at', 'a', 'valuation', 'of', 'roughly', '14', 'billion', ',', 'according', 'to', 'people', 'familiar', 'with', 'the', 'discussions', '.']","['B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MONEY', 'I-MONEY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['But', 'by', 'December', ',', 'Nvidia', 'moved', 'to', 'license', 'Groq', 's', 'tech', 'in', 'a', 'non', 'exclusive', 'all', 'cash', 'deal', ',', 'the', 'sources', 'said', '.']","['O', 'O', 'B-DATE', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Although', 'the', 'deal', 'would', 'allow', 'other', 'companies', 'to', 'license', 'Groq', 's', 'technology', ',', 'the', 'company', 'is', 'now', 'focusing', 'on', 'selling', 'cloud', 'based', 'software', ',', 'as', 'Nvidia', 'hired', 'away', 'Groq', 's', 'chip', 'designers', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O']"
"['He', 'joined', 'Reuters', 'in', '2023', 'and', 'has', 'previously', 'worked', 'for', 'Barron', 's', 'magazine', 'and', 'its', 'sister', 'publication', ',', 'MarketWatch', '.']","['O', 'O', 'B-ORG', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['Cherney', 'graduated', 'from', 'Trent', 'University', 'with', 'a', 'degree', 'in', 'history', '.']","['B-PERSON', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Krystal', 'reports', 'on', 'venture', 'capital', 'and', 'startups', 'for', 'Reuters', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['She', 'covers', 'Silicon', 'Valley', 'and', 'beyond', 'through', 'the', 'lens', 'of', 'money', 'and', 'characters', ',', 'with', 'a', 'focus', 'on', 'growth', 'stage', 'startups', ',', 'tech', 'investments', 'and', 'AI', '.']","['O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['She', 'has', 'previously', 'covered', 'M', 'A', 'for', 'Reuters', ',', 'breaking', 'stories', 'on', ""Trump's"", 'SPAC', 'and', 'Elon', ""Musk's"", 'Twitter', 'financing', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-PERSON', 'I-PERSON', 'B-ORG', 'O', 'O']"
"['Previously', ',', 'she', 'reported', 'on', 'Amazon', 'for', 'Yahoo', 'Finance', ',', 'and', 'her', 'investigation', 'of', 'the', ""company's"", 'retail', 'practice', 'was', 'cited', 'by', 'lawmakers', 'in', 'Congress', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['Krystal', 'started', 'a', 'career', 'in', 'journalism', 'by', 'writing', 'about', 'tech', 'and', 'politics', 'in', 'China', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']"
"['She', 'has', 'a', ""master's"", 'degree', 'from', 'New', 'York', 'University', ',', 'and', 'enjoys', 'a', 'scoop', 'of', 'Matcha', 'ice', 'cream', 'as', 'much', 'as', 'getting', 'a', 'scoop', 'at', 'work', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O']"
"['Feb', '2', '(', 'Reuters', ')', '(', 'This', 'Feb', '2', 'story', 'has', 'been', 'corrected', 'to', 'remove', 'the', 'reference', 'to', 'Waymo', 'being', 'the', 'only', 'operator', 'in', 'the', 'U', '.', 'S', '.', 'offering', 'paid', 'robotaxi', 'services', ',', 'in', 'paragraph', '5', ')', 'Alphabet', '(', 'GOOGL', '.', 'O', ')', ',', 'opens', 'new', 'tab', 'unit', 'Waymo', 'said', 'it', 'had', 'raised', '16', 'billion', 'in', 'its', 'latest', 'fundraising', 'round', 'that', 'valued', 'the', 'self', 'driving', 'car', 'startup', 'at', '126', 'billion', ',', 'nearly', 'tripling', 'its', 'valuation', 'in', 'less', 'than', 'two', 'years', '.']","['O', 'B-CARDINAL', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'B-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-ORG', 'O', 'B-ORG', 'B-LOC', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'B-LOC']"
"['As', 'one', 'of', 'the', 'most', 'sought', 'after', 'applications', 'of', 'artificial', 'intelligence', ',', 'leading', 'autonomous', 'vehicle', 'companies', 'are', 'investing', 'heavily', 'in', 'commercializing', 'their', 'technology', ',', 'with', 'a', 'focus', 'on', 'safety', 'and', 'regulatory', 'collaboration', 'to', 'gain', 'market', 'share', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'round', 'was', 'led', 'by', 'Dragoneer', 'Investment', 'Group', ',', 'DST', 'Global', ',', 'and', 'Sequoia', 'Capital', ',', 'with', 'additional', 'investments', 'from', 'Mubadala', 'Capital', ',', 'Andreessen', 'Horowitz', 'and', 'T', '.', 'Rowe', 'Price', '.']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
"['As', 'of', 'the', 'last', 'external', 'financing', 'in', '2024', ',', 'Waymo', 'was', 'valued', 'at', '45', 'billion', ',', 'based', 'on', 'data', 'from', 'Tracxn', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'B-ORG', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['The', 'company', 'said', 'it', 'tripled', 'its', 'volume', 'to', '15', 'million', 'rides', 'in', '2025', ',', 'providing', '400', ',', '000', 'rides', 'weekly', 'across', 'six', 'major', 'U', '.', 'S', '.', 'metropolitan', 'areas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'B-CARDINAL', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'B-LOC']"
"['While', 'Waymo', 'remains', 'the', 'leader', 'in', 'the', 'U', '.', 'S', '.', 'market', ',', 'competition', 'is', 'brewing', ',', 'with', 'Elon', ""Musk's"", 'Tesla', '(', 'TSLA', '.', 'O', ')', ',', 'opens', 'new', 'tab', 'making', 'robotaxis', 'a', 'core', 'priority', 'for', 'the', 'company', ',', 'pivoting', 'away', 'from', 'electric', 'vehicles', '.']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-LOC', 'B-ORG', 'B-LOC', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'B-LOC', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'B-LOC']"
"[""Amazon's"", '(', 'AMZN', '.', 'O', ')', ',', 'opens', 'new', 'tab', 'self', 'driving', 'unit', 'Zoox', 'has', 'also', 'offered', 'free', 'robotaxi', 'rides', 'to', 'the', 'public', 'on', 'and', 'around', 'the', 'Las', 'Vegas', 'Strip', 'and', 'in', 'parts', 'of', 'San', 'Francisco', '.']","['B-ORG', 'O', 'B-ORG', 'O', 'B-LOC', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'B-ORG', 'B-LOC', 'I-LOC', 'O']"
"['However', ',', 'safety', 'concerns', 'linger', 'as', 'the', 'National', 'Highway', 'Traffic', 'Safety', 'Administration', 'last', 'week', 'said', 'it', 'is', 'opening', 'an', 'investigation', 'after', 'a', 'Waymo', 'self', 'driving', 'vehicle', 'struck', 'a', 'child', 'near', 'an', 'elementary', 'school', 'in', 'California', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'B-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-LOC', 'O']"
"['KYIV', ',', 'Feb', '3', '(', 'Reuters', ')', 'President', 'Volodymyr', 'Zelenskiy', 'accused', 'Russia', 'on', 'Tuesday', 'of', 'exploiting', 'a', 'U', '.', 'S', '.', 'backed', 'energy', 'truce', 'to', 'stockpile', 'munitions', 'and', 'using', 'them', 'to', 'attack', 'Ukraine', 'with', 'hundreds', 'of', 'drones', 'and', 'a', 'record', 'number', 'of', 'ballistic', 'missiles', ',', 'a', 'day', 'before', 'peace', 'talks', '.']","['B-ORG', 'O', 'O', 'B-CARDINAL', 'O', 'B-NORP', 'O', 'B-NORP', 'B-PERSON', 'B-NORP', 'I-NORP', 'I-NORP', 'O', 'B-NORP', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-NORP', 'O', 'O', 'O', 'B-NORP', 'O', 'B-NORP', 'I-NORP', 'O', 'B-NORP', 'O', 'O', 'O', 'B-LOC', 'O', 'B-NORP', 'O', 'B-NORP', 'O', 'B-LOC', 'O', 'B-NORP', 'O', 'B-NORP', 'I-NORP', 'O', 'B-LOC', 'O', 'O', 'O', 'B-NORP', 'O']"
"['Zelenskiy', 'said', 'Ukraine', 'was', 'waiting', 'for', 'U', '.', 'S', '.', 'reaction', 'to', ""Russia's"", 'overnight', 'attack', 'that', 'damaged', ""Ukraine's"", 'energy', 'infrastructure', ',', 'as', 'Washington', 'had', 'prompted', 'a', 'short', 'lived', 'ceasefire', 'in', 'attacks', 'on', 'energy', 'targets', '.']","['B-PERSON', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'B-LOC']"
"['U', '.', 'S', '.', 'President', 'Donald', 'Trump', 'told', 'reporters', 'Russian', 'President', 'Vladimir', 'Putin', 'had', 'made', 'an', 'agreement', 'that', 'expired', 'on', 'Sunday', '.']","['B-PERSON', 'B-LOC', 'B-NORP', 'B-LOC', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-NORP', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-LOC']"
"['""', 'It', 'was', 'Sunday', 'to', 'Sunday', ',', 'and', 'it', 'opened', 'up', 'and', 'he', 'hit', 'them', 'hard', 'last', 'night', ',', '""', 'he', 'said', 'at', 'the', 'White', 'House', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']"
"['""', 'He', 'kept', 'his', 'word', 'on', 'that', '.', '.', '.', ""we'll"", 'take', 'anything', ',', 'because', ""it's"", 'really', ',', 'really', 'cold', 'over', 'there', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Asked', 'if', 'he', 'was', 'disappointed', ',', 'Trump', 'replied', ':', '""', 'I', 'want', 'him', 'to', 'end', 'the', 'war', '.', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'attack', 'knocked', 'out', 'heating', 'in', 'cities', ',', 'including', 'the', 'capital', 'Kyiv', ',', 'during', 'freezing', 'temperatures', ',', 'even', 'as', 'Ukrainian', 'negotiators', 'headed', 'to', 'Abu', 'Dhabi', 'for', 'a', 'second', 'round', 'of', 'U', '.', 'S', '.', 'brokered', 'trilateral', 'talks', 'set', 'for', 'Wednesday', 'and', 'Thursday', '.']","['O', 'O', 'O', 'B-NORP', 'O', 'B-NORP', 'I-NORP', 'O', 'B-NORP', 'O', 'O', 'B-LOC', 'O', 'B-NORP', 'O', 'B-NORP', 'O', 'O', 'B-NORP', 'I-NORP', 'I-NORP', 'O', 'O', 'B-NORP', 'B-LOC', 'O', 'B-LOC', 'B-NORP', 'I-NORP', 'O', 'B-NORP', 'O', 'B-NORP', 'O', 'O', 'O', 'B-NORP', 'I-NORP', 'O', 'B-NORP', 'O', 'B-NORP', 'O']"
"['""', 'It', 'was', 'a', 'deliberate', 'attack', 'against', 'energy', 'infrastructure', ',', 'involving', 'a', 'record', 'number', 'of', 'ballistic', 'missiles', ',', '""', 'Zelenskiy', 'wrote', 'on', 'X', ',', 'a', 'day', 'after', 'saying', 'Moscow', 'had', 'largely', 'observed', 'the', 'moratorium', 'agreed', 'by', 'the', 'two', 'sides', 'on', 'energy', 'facilities', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'The', 'Russian', 'army', 'exploited', 'the', 'U', '.', 'S', '.', 'proposal', 'to', 'briefly', 'halt', 'strikes', 'not', 'to', 'support', 'diplomacy', 'but', 'to', 'stockpile', 'missiles', '.', '""']","['O', 'O', 'B-NORP', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['PRESSURE', 'ON', 'UKRAINE', 'Ukraine', 'is', 'under', 'U', '.', 'S', '.', 'pressure', 'to', 'agree', 'to', 'a', 'peace', 'deal', 'while', 'attacks', 'by', 'Russia', 'on', 'its', 'energy', 'system', 'appear', 'intended', 'to', 'freeze', 'Ukrainians', 'into', 'submission', '.']","['O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-NORP', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'B-LOC']"
"['The', 'first', 'round', 'of', 'trilateral', 'talks', 'in', 'late', 'January', 'brought', 'no', 'movement', 'on', 'territorial', 'issues', ',', 'with', 'Moscow', 'demanding', 'Kyiv', 'cede', 'more', 'land', 'in', 'eastern', 'Ukraine', ',', 'which', 'it', 'refuses', 'to', 'do', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Sharpening', 'his', 'tone', 'from', 'previous', 'days', ',', 'Zelenskiy', 'said', 'on', 'Tuesday', 'the', 'work', 'of', ""Ukraine's"", 'negotiators', 'would', 'be', '""', 'adjusted', 'accordingly', '""', 'after', 'the', 'attack', ',', 'but', 'offered', 'no', 'details', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Speaking', 'to', 'reporters', 'in', 'Kyiv', 'at', 'a', 'press', 'conference', 'with', 'NATO', 'Secretary', 'General', 'Mark', 'Rutte', ',', 'he', 'said', 'Ukraine', 'would', 'approach', 'Washington', 'to', 'discuss', 'new', 'consequences', 'for', 'Russia', '.']","['B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'B-ORG', 'B-LOC', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['In', 'his', 'nightly', 'video', 'address', ',', 'Zelenskiy', 'said', ':', '""', 'We', 'expect', 'a', 'response', 'from', 'the', 'United', 'States', 'to', 'the', 'Russian', 'strikes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-NORP', 'O', 'O']"
